Caucasus & Central Asia,East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
7.3710646408,7.099844093666667,6.296257372428571,7.51686176036,5.9162123084705875,6.98030015,6.60340296025,6.22189880625,6.244687610309525,5.9014381616666665
7.609432224666667,7.023712081,6.323975128714285,7.47272751512,5.974810967058823,7.0661898485000005,6.5131129055,6.3267719324375,6.273914372714286,5.878599213555556
7.568025188666667,7.1005430515,6.396371788666667,7.4768205531600005,5.966314111647058,7.213937742500001,6.58608057175,6.5884142225,6.332009596333333,5.776977096722223
7.304791686000001,7.121398583,6.228659224380952,7.476446930560001,5.881143577588236,7.315391486999999,6.504444461,6.5908092711875,6.617247859761905,5.789240363999999
7.2195979239999994,7.032092146,6.423927698714286,7.617792437199999,5.989288023823529,7.3252873185,6.6409183555,6.775545887875,6.668456516285714,5.863030130722223
7.0369560054999996,7.024894306666667,6.631430891523809,7.741128788759999,5.981012105705882,7.430901736,6.996622864,6.8285829021875,6.766197916333333,5.9895845915555554
7.178788281166667,7.0266859615,6.565057712238095,7.6156319764800005,5.935038901529412,7.4136864445,7.045938255,6.7445692635,6.717281069880952,6.065657202555555
6.604192511833333,7.072294946666666,6.752999530761905,7.60452583828,6.202833190764705,7.2878971755,7.031712837,6.7863937980625,6.852040021333333,6.09858146
6.5961920695,7.0009643135,6.7083189154285705,7.59377216416,6.008878172058823,6.9616893215,7.1508747142499995,6.74219961525,6.820497863761905,5.956839794611111
6.402542540333333,6.859047332333333,6.388685768380952,7.3415537608,5.749675443411765,6.5905356955,6.983279022,6.586744245375,6.742428960928571,5.621703983611111
6.867950907833333,7.067752627833333,6.433717482904761,7.32777492372,6.308821941823529,6.774804239,6.8861170185,6.9260961468125,6.696340850190476,5.6058131785
7.052035331333333,7.091601382,6.621648570714285,7.3558729965600005,6.389789661764706,6.9448149205,7.15282193325,7.09725610975,6.7058821065,5.725174171833333
7.0869680703333335,7.0519909655,6.699249949285714,7.34373929828,6.312298641647058,7.067900107,6.93328284775,7.0724496174375,6.7441360549523806,5.718729582888889
7.144519431,7.0598472965,6.619972280428572,7.317266768360001,6.414489694882353,6.9466276555,6.783086009,7.2600775633125005,6.780463973761905,5.765964748555556
7.0648793065,6.999258394666666,6.5324105555714285,7.32945474656,6.363749972470589,7.123403881,6.43859705075,7.4739212570625,6.6466885613095235,5.773550182
7.043967743666666,6.935221184666666,6.449368024666667,7.40670916236,6.258494868352941,6.8903385495,6.4989223195,7.50577877075,6.784768635119047,5.799832570333333
7.037362310833333,6.688333929833334,6.721302457857142,7.39636241356,6.317521274823529,6.9836616725,6.48539209575,7.4809896161875,6.780266897214285,5.829779992000001
7.001934319499999,6.951295028166666,6.66188578747619,7.3164603992,6.383591063941176,7.021411816500001,6.46459019025,7.46674099975,6.736287240023809,5.851806396111112
6.986689814000001,7.021286530333334,6.630201810190476,7.353758306,6.308509608058824,7.010377338,6.5092350767500005,7.5092276838125,6.887542513547619,5.8444531201666665
6.9070278720000005,6.8410079071666665,6.6381412206190475,7.33894231932,6.295767758470588,6.8637953825,6.2415029217499995,7.5482833294375,6.971985605523809,5.815772193333333
6.7265336555,6.568907345833334,6.299599581619047,7.12976002148,6.2619010356470595,6.3320484530000005,5.84563747175,7.4104433426875005,6.730417280976191,5.407530849277778
6.799248714,6.559471137,6.415707859238095,7.16272762184,6.395829039529412,6.704127853499999,5.939749233500001,7.403686780875,6.75106131104762,5.567744516777777
6.765104981333334,6.383757518833334,6.488667834523809,7.23554799556,6.4097255043529415,6.896589024,5.9301252425,7.3798203669375,6.758897072952381,5.6668036785
