Caucasus & Central Asia,East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
4.858784822666666,7.862505738333333,5.497437516190476,7.591105670519999,6.170608605588235,9.484999314500001,7.8146146627499995,6.588122353875,5.985192845547619,9.270038245
5.941132855166667,8.132741168499999,6.321509090190476,7.82739024684,6.405387809294118,9.0824907475,7.85399985925,6.286292263,6.057987927904762,9.239079038111111
5.961892751333333,8.761887455333333,6.958655216428571,7.84222301428,6.731090045647059,9.183215003499999,7.83029076075,6.3448832829375,6.132393140595238,9.307341462333333
6.0688585105,8.7610671735,7.104372268571429,7.46765660424,6.793346068411765,9.1853638445,7.7267344617500004,6.3594570059375,6.239033357547619,9.284477414333333
7.179973882666666,8.846152582,7.547604143285715,7.540326844599999,6.744526451352941,9.2333275465,7.96110705475,6.1821724113125,6.462886326309524,9.43128503638889
7.371630859833334,8.913411539833334,7.8221746574285715,7.70181713532,6.768568635705883,9.5882685735,8.2139599565,6.2331374971875,6.126408830142857,9.390944945888888
7.112630057333333,8.911622216666666,7.858152881380953,7.65675577356,7.72457736417647,9.52034297,7.9699326425,6.592027894125,6.346041219714286,9.215511109111112
6.778536810833334,8.756923243000001,7.752817455571429,7.52217993392,7.849925275764707,9.3632957815,7.92195629525,6.4883828623125,6.452303966285714,9.239228173555555
6.244672240833332,8.528824565999999,7.583239788142857,7.15454337096,7.260744828,9.3461447665,7.5428950295,5.880584824875,5.970782974904762,9.119773887444445
7.4537154328333335,8.891621063,8.163706395761904,7.7121807448,7.550577556882352,9.524825533,7.802210827,6.8820236836875,6.280857001952381,9.185275796333334
7.2127211435000005,8.710691058166667,8.29816321995238,7.66166320284,7.767338062,9.123991992,7.81508037425,6.760249078625,6.378623182642857,9.148070019055556
7.3209727915,8.670503136166667,8.107975739523809,7.58348590312,7.8451406404705875,9.0254186075,7.72579764975,6.7043764506875,6.292743181190477,9.20505191888889
8.205487283333332,8.730749187999999,8.297346022428572,7.734559272599999,7.729573727823529,9.024384135,8.227421927249999,6.9614600765,6.375976318857143,9.274070339166666
7.951818735333333,8.798406910666667,8.50981734752381,7.84875290132,7.835115722882352,9.152626102500001,8.14017354175,7.140473940000001,6.843050009738095,9.364292963499999
8.073878207833333,8.778848707166667,8.428336004761904,7.8305609787599995,8.184262656294118,9.227166601,8.25796137675,7.31069618375,6.947071242619048,9.469406034777778
8.013833268833332,9.1382302565,8.38325103395238,7.95313794872,7.862027282235294,9.6069140585,7.90121817875,7.631086598875,7.063400691952381,9.365540049777778
8.454028115666667,9.304096363166666,8.54776942290476,8.04986307708,8.144956065294119,9.568252053,7.903160068,7.7014922295625,7.177667671166667,9.448597288666667
8.2935611065,9.221663155166667,8.521523586857143,8.08420501716,7.883120091941176,9.5110599315,7.9292827325,7.7351010395,7.066031615666667,9.245020389777778
8.711616361166667,9.1635448105,8.682266073809524,8.13896143352,7.9833415084705885,9.485532496,7.9524776264999995,7.7946885101875,7.013946611666666,9.287475447111111
8.8355149795,9.204106222666667,8.898250118714286,8.1940120848,8.053875487294118,9.536136624000001,8.0759473665,7.8012939649375,7.044988594571429,9.396220861555555
8.673265041333332,9.2053279455,8.793111645619048,8.03152359316,7.6948156623529425,9.462851324999999,8.0801176715,7.6825749566875,6.937392374619048,9.093148047833333
8.192207840333333,9.101791644166667,8.525349249047618,7.72399069972,7.499521874235294,8.956354223,8.037742396,7.5468198048125,6.872669076714286,9.0651121115
7.713216751333333,8.652399547,7.290865546571428,7.32832944464,7.124044500470588,8.543581465,7.6586209635,6.816861698562501,6.430730781928572,8.594160243666668
