Caucasus & Central Asia,East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
5.753925353,6.818239198166666,6.5306511416666675,6.44318709132,5.579986960411765,8.6802525595,7.787476835250001,5.834278998,5.025425564095238,7.715605873611111
6.203571110833333,6.589159251000001,6.431015478761904,6.11138059368,5.635775763411765,8.3404951555,7.64596318175,5.4930683123125,5.020428722761904,7.424775031277777
6.201079212333333,6.590894546666667,6.5596201471904765,6.1828974923199995,5.675729818176471,8.364016039500001,7.71711531275,5.7324899988125,5.037111319142857,7.469505230722223
5.916879761000001,6.675114646666667,6.429632779333334,6.166131237319999,5.684103533352942,8.3043366795,7.7520748135,5.7334122096875,5.081609674047619,7.487712979666666
6.015581107333333,6.735038118833334,6.578284464428572,6.3815067842,5.896210149058824,8.5313873565,7.8247458514999995,5.8945402499375,5.192724355047619,7.6359635415
6.146284912,7.0086057195,6.601821618809525,6.40164980884,5.917934282764706,8.598284667,8.17320758975,6.0837998791875,5.383717896380952,7.677093745722222
6.399297866833334,7.023988692166667,6.604930742476191,6.41284604116,6.040066724411765,8.550504549500001,7.9349007595000005,5.98473851025,5.467380059190477,7.517884811888889
6.415949235666666,7.107521574500001,6.662177088333333,6.4392229662,6.152493011529411,8.572646371000001,7.9961721565,6.0836682575,5.446092088571429,7.524461895111112
6.407929720666666,6.938707076499999,6.606624092333334,6.34631600228,6.0564085772352945,8.3869458785,8.10304898725,5.9619580403125,5.392329675904762,7.349341218277778
6.227124065833333,7.037072462833334,6.553203623619048,6.4036989176,6.025696936,8.1496778515,8.04145855075,5.981746020375,5.461391468119048,7.270047148055555
6.384790596833334,7.338742154166667,6.842013617904762,6.458545472759999,6.256423614411765,8.305364450999999,7.9492462725,6.211922323,5.524245462333333,7.605582754722223
6.509895046333334,7.376868285833333,6.870871598857143,6.4429676502,6.167279531941176,8.334526996000001,7.90292697625,6.2339878229375,5.510763872642857,7.675098381333334
6.4204498085,7.377459351666666,6.988881552380953,6.40616949468,6.176075721705883,8.4240278595,7.911352916999999,6.236019444375,5.482626045880953,7.732124734888889
6.7034235745,7.441615368666667,6.978306305714286,6.383523510280001,6.129782914352941,8.555006906500001,7.762623091,6.189829320875,5.568010081833333,7.781180723944445
6.714163975000001,7.412987100666666,7.0512391950952376,6.35907364756,6.033317056647059,8.5894096085,7.9549630442499994,6.333416749625,5.687083707904762,7.754215142333333
6.692100090499999,7.413074878833334,7.076201677428571,6.39071039336,5.91250943917647,8.583543311500001,7.948732728,6.2947038914375,5.705813498261905,7.849157352611111
6.6660353673333335,7.369298676666666,7.109700848380951,6.36037537876,5.9364637179411766,8.582765612500001,7.93132543075,6.3156619105,5.784898213595238,7.864255498888888
6.755914062666666,7.561130932166667,7.14002399842857,6.331861609520001,5.912463554235295,8.637492701500001,8.023704801,6.3613156436875,5.848685513571429,7.856830379
6.900391947166667,7.6227884176666665,7.12393555752381,6.325443451359999,5.9411820688235295,8.547576855500001,7.73361727875,6.3949637354375,5.813486023142857,7.851054317
6.898661743833333,7.595483466166667,7.135464056571428,6.31057470328,5.928529270058824,8.437828296,7.71243748575,6.4229400868125,5.855995190952381,7.841700799277778
6.6573165544999995,7.366871923000001,6.844236604095238,6.2159262516,5.844442942352941,7.999080134,7.62041597025,6.358951948125,5.794307732619048,7.531180675333333
6.746430692833333,7.389988224666666,6.901696993571428,6.210837730440001,5.752499193294118,8.156832026,7.610794465750001,6.335341701125,5.802476034214286,7.623738392611112
6.781147394833333,7.375828946333333,6.7713712642857145,6.2389010236399995,5.750554688647059,8.3982545355,7.57133819575,6.349379467625,5.821831803666667,7.598440213888889
