Caucasus & Central Asia,East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
5.578333333333333,7.22,6.189047619047619,6.7024,5.62764705882353,8.6,7.26,5.73875,5.215238095238095,8.047777777777778
5.995,7.234999999999999,6.337142857142858,6.6804,5.713529411764705,8.440000000000001,7.2,5.64625,5.2526190476190475,7.949999999999999
5.983333333333333,7.3950000000000005,6.545714285714286,6.6788,5.772352941176471,8.445,7.2425,5.796875,5.293571428571429,7.947777777777778
5.905,7.45,6.52952380952381,6.6172,5.762941176470588,8.46,7.2124999999999995,5.803125,5.408333333333333,7.9688888888888885
6.213333333333334,7.441666666666667,6.727142857142858,6.693200000000001,5.858235294117647,8.495000000000001,7.29,5.8343750000000005,5.456666666666667,8.017222222222223
6.3066666666666675,7.488333333333333,6.850476190476191,6.7836,5.907058823529412,8.445,7.46,5.92625,5.499761904761905,7.954444444444444
6.376666666666666,7.501666666666666,6.887619047619047,6.799600000000001,6.171764705882353,8.440000000000001,7.380000000000001,6.00625,5.589761904761905,7.914444444444445
6.22,7.5,6.9471428571428575,6.7724,6.2829411764705885,8.405000000000001,7.414999999999999,6.02375,5.664285714285715,7.9350000000000005
6.131666666666667,7.398333333333333,6.895238095238096,6.6832,6.104117647058823,8.285,7.4025,5.860625,5.573095238095238,7.821666666666666
6.278333333333333,7.4816666666666665,6.940476190476191,6.728,6.0988235294117645,8.16,7.4025,6.0737499999999995,5.6450000000000005,7.753333333333334
6.398333333333333,7.548333333333333,7.032380952380953,6.7044,6.377058823529412,8.145,7.3325,6.1587499999999995,5.696428571428571,7.79
6.489999999999999,7.54,7.033809523809524,6.6996,6.385882352941176,8.125,7.36,6.211875,5.692619047619048,7.836666666666667
6.68,7.546666666666667,7.100952380952381,6.6964,6.2829411764705885,8.175,7.4174999999999995,6.30375,5.707380952380952,7.8500000000000005
6.704999999999999,7.581666666666667,7.136666666666667,6.7096,6.329411764705882,8.2,7.34,6.368125,5.853571428571429,7.872777777777778
6.830000000000001,7.596666666666667,7.188095238095237,6.6784,6.316470588235294,8.27,7.36,6.476875,5.87547619047619,7.955
6.833333333333333,7.653333333333333,7.1780952380952385,6.7388,6.216470588235294,8.3,7.32,6.5525,5.925714285714285,7.965
6.919999999999999,7.631666666666667,7.287142857142857,6.7676,6.292941176470588,8.33,7.31,6.57875,5.9659523809523805,7.984999999999999
6.915,7.715,7.298095238095238,6.7572,6.2570588235294125,8.305,7.3225,6.6325,5.947857142857143,7.952777777777778
7.045000000000001,7.728333333333334,7.318095238095238,6.799600000000001,6.245294117647059,8.235,7.285,6.6693750000000005,5.963095238095238,7.944999999999999
7.075,7.6866666666666665,7.3723809523809525,6.7728,6.272352941176471,8.205,7.262500000000001,6.685625,6.017857142857143,7.963888888888889
6.886666666666667,7.513333333333333,7.176666666666667,6.589600000000001,6.093529411764706,7.984999999999999,7.1025,6.55625,5.879761904761905,7.717777777777779
6.873333333333334,7.488333333333333,7.192380952380952,6.528,6.088235294117647,8.0,7.0975,6.505625,5.874761904761905,7.752777777777778
6.805,7.451666666666667,6.951428571428571,6.556,6.0582352941176465,8.04,7.095000000000001,6.435625,5.836666666666667,7.748333333333333
