East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
8.201,8.949114583333333,9.468816666666667,5.290929487179487,9.7228125,9.677343749999999,7.522045454545455,8.592895114942529,9.707476851851853
8.201,8.958776041666667,9.409575,5.281314102564102,9.685937500000001,9.677343749999999,7.416401515151515,8.625833333333334,9.707476851851853
8.201,9.05578125,9.364741666666667,5.375705128205127,9.631562500000001,9.677343749999999,7.368276515151515,8.658663793103448,9.696712962962962
8.201,8.951614583333335,9.349241666666666,5.431233974358975,9.631562500000001,9.677343749999999,7.302291666666667,8.627011494252873,9.696712962962962
8.201,8.939661458333333,9.439108333333333,5.36713141025641,9.631562500000001,9.677343749999999,7.3024621212121215,8.640589080459769,9.696712962962962
8.19825,8.963489583333335,9.40085,5.3682371794871795,9.631562500000001,9.469010416666666,7.297121212121212,8.54996408045977,9.696712962962962
8.19825,9.029322916666667,9.252491666666668,5.169342948717949,9.631562500000001,9.651250000000001,7.302178030303031,8.613663793103449,9.650416666666667
8.19825,9.135677083333334,9.227483333333334,5.170160256410257,9.7403125,9.430937499999999,7.393200757575758,8.637614942528735,9.696712962962962
8.14425,9.100234375,9.305325,5.243108974358974,9.796875,9.284166666666668,7.405700757575758,8.658290229885058,9.686712962962964
8.14425,9.050221354166666,9.284016666666666,5.315673076923077,9.796875,9.244635416666666,7.310814393939395,8.516889367816091,9.590474537037037
8.12275,8.993567708333334,9.262308333333333,5.310096153846154,9.796875,9.217604166666668,7.352916666666666,8.621048850574713,9.485486111111111
8.115,9.112278645833333,9.44125,5.277948717948718,9.796875,9.217604166666668,7.587840909090909,8.750459770114942,9.66872685185185
7.940333333333333,9.0440625,9.474583333333333,5.301746794871795,9.8234375,9.273385416666667,7.506856060606061,8.689432471264368,9.576099537037036
7.918208333333334,8.934596354166667,9.376883333333332,5.073173076923077,9.8275,9.297760416666666,7.422424242424243,8.364712643678162,9.568634259259259
7.876833333333335,8.7751953125,9.196191666666666,4.813012820512821,9.8275,9.136614583333333,7.330303030303031,8.434058908045978,9.499699074074075
7.809333333333333,8.7181640625,9.053408333333334,4.805560897435897,9.819062500000001,9.424479166666666,7.23157196969697,8.295646551724138,9.48275462962963
7.766208333333334,8.7939453125,9.155708333333333,4.733910256410256,9.691875,9.427760416666667,7.243484848484849,8.327966954022989,9.480532407407408
7.9418750000000005,8.670807291666666,9.3045,4.6407371794871795,9.62875,9.59078125,7.030094696969697,8.164712643678161,9.464108796296296
7.904875,8.665182291666667,9.23255,4.766185897435897,9.5053125,9.57421875,7.090795454545455,8.224324712643678,9.441122685185185
7.796625000000001,8.618424479166666,9.115591666666667,4.840032051282051,9.5053125,9.5109375,6.932196969696969,8.141551724137932,9.393969907407406
7.699250000000001,8.692721354166666,9.096016666666667,4.863733974358975,9.531562500000001,9.51359375,6.9346401515151515,8.163297413793103,9.382997685185185
