East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
9.430133223890511,8.675344547441785,7.005645337952879,8.476506007611592,9.28185504423615,8.823877578610842,7.5118699550596775,7.126170357754935,9.612461473011177
9.531966721958355,8.796195884425703,7.072627569731863,8.455434011972207,8.24685721892798,9.262301251835144,7.616421456322818,7.1779133134212705,9.612824006739634
9.464268972265296,8.837819754357575,6.722733549224996,8.466949916706424,9.170013363715512,9.251860170775627,7.804074855509364,7.226036151867655,9.605184034066776
9.490692501647983,8.829363509576831,6.788177217207676,8.401180974371485,9.127722057046066,9.272501340871267,7.832084441211532,7.3811501646043425,9.695510927147497
9.489700668533988,8.878883710432893,6.756392345277415,8.510020795911826,8.903713338947261,9.289191682950246,7.710799610609907,7.526165554648215,9.601235276446724
9.41898191650073,8.987016432748026,6.7584649545860795,8.402126667179944,9.183201230851001,9.245260101455678,7.494067791998879,7.550297882329201,9.637224525049964
9.522799186633499,9.12295262762154,6.726885573965053,8.426395109596866,9.167476750043352,9.219003785525583,7.409381377631967,7.507724456204509,9.71115393348079
9.542392692664901,9.163064056253457,6.82981620028452,8.537119439220236,9.19421034473412,9.261087061111976,7.475515589938673,7.617530493139155,9.682387526391787
9.342981202776151,9.148269129009572,6.533088774116083,8.360973883643311,9.286909546013309,9.254170227323467,7.37748248097947,7.441714781790308,9.658233140272158
9.313688238816734,9.150155094416244,6.536577356553251,8.442868889361195,9.329181999107975,9.116869207531927,7.4308600930656725,7.378449861520363,9.69463071244726
9.369596891872169,9.170863368650076,6.430272578721992,8.429451578450793,9.37637560243121,9.185542003848806,7.855734852498438,7.371019716498322,9.68235311880198
9.375429694756969,9.219302741746391,6.413562184829596,8.003022127413393,9.380438258407498,9.185676964276093,7.874163170952705,7.413994939844887,9.60763313493012
9.449011875059535,9.175403162243526,6.4855161001025055,8.029724751310585,9.388980920215534,9.184528836759469,7.792956790050278,7.310047582856343,9.7326729136002
9.429648144724995,9.19756219844949,6.449250049488786,8.076009622555286,9.409661982139664,9.192786825832073,7.824133881077086,7.353210633889785,9.723368158283485
9.390640716678833,9.01073241118413,6.608904539903622,7.777952530501055,9.435917667477927,9.194709441954936,7.739748890276387,7.278663118018019,9.721524657607297
9.378026126012296,9.025872406596445,6.672532300474659,7.646513345329761,9.38956140081612,9.209462447740165,7.956538700238055,7.103793928213019,9.718079872574961
9.376552921783546,9.14998752721795,6.764343165678278,7.817510027372492,9.220800620585212,9.207525947123628,8.132892673899269,7.064147830297323,9.654587329549075
9.468231268296245,9.175232894832039,6.702904439387521,7.989476657057054,9.120959375519163,9.185675038920909,7.969582141387004,7.145521064630043,9.66421125679225
9.465262023941605,9.20656015897301,6.542592945657261,8.140454517510191,9.200737075158909,9.20376342703443,8.160122325505712,7.133079808287092,9.724040868916623
9.409491026024345,9.239724040362216,6.602405967986553,8.184063851469904,9.244040736863266,8.858329235320898,8.00098310480379,7.12824572583086,9.721142236681223
9.397217480711616,9.244372127501835,6.68958546518475,8.196993483578996,9.109775515154638,8.8671363366498,7.966618113047022,7.170200981537625,9.736878247816943
