East Asia,Eastern Europe,Latin America & the Caribbean,Middle East & North Africa,North America,Oceania,South Asia,Sub-Saharan Africa,Western Europe
8.079916666666666,8.909947916666667,9.108966666666667,6.438012820512821,9.905208333333334,9.3334375,6.833030303030302,7.647097701149425,9.88861111111111
8.079916666666666,8.909947916666667,9.2002,6.566217948717949,9.894375,9.3334375,6.674810606060606,7.609353448275862,9.88861111111111
8.079916666666666,8.810520833333333,9.332283333333333,6.592435897435897,9.894375,9.3334375,7.253295454545454,7.49051724137931,9.895138888888889
8.079916666666666,9.137005208333333,9.336316666666667,6.329871794871794,9.894375,9.3334375,7.265568181818182,7.6772126436781605,9.895138888888889
8.079916666666666,9.289609375,9.394566666666668,6.463782051282052,9.894375,9.750104166666667,7.269280303030303,7.792155172413793,9.895138888888889
8.41325,9.082421875,9.319083333333333,6.639038461538462,9.894375,9.750104166666667,7.1205303030303035,7.793448275862069,9.895138888888889
8.41325,9.18875,9.389800000000001,6.639038461538462,9.894375,9.281770833333333,7.269469696969697,7.915474137931034,9.896180555555555
8.41325,9.190703125,9.403316666666667,6.3854487179487185,9.894375,9.278229166666666,7.156287878787879,7.851192528735632,9.896180555555555
8.4125,9.303463541666666,9.3403,6.385320512820513,9.895833333333334,9.246979166666666,7.296666666666667,7.897672413793104,9.889606481481481
8.4175,9.301588541666668,9.199666666666667,6.379711538461539,9.895833333333334,9.246979166666666,7.000871212121211,7.599454022988507,9.889606481481481
8.4175,9.300338541666667,9.412666666666667,6.373205128205129,9.89,9.2465625,6.9247348484848485,7.675747126436781,9.889606481481481
8.4175,9.3046875,9.352533333333334,6.409583333333334,9.880000000000003,9.2465625,7.088749999999999,7.733864942528736,9.889606481481481
8.407166666666667,9.307760416666667,9.353633333333333,6.381794871794872,9.880000000000003,9.246041666666667,6.9642803030303035,7.617629310344827,9.887962962962963
8.390416666666667,9.427786458333333,9.408616666666667,6.31073717948718,9.875,9.256875,6.9374242424242425,7.682744252873563,9.884189814814814
8.387083333333333,9.399557291666667,9.408933333333334,6.158653846153846,9.875,9.254895833333332,6.910492424242424,7.676005747126436,9.880069444444445
8.39625,9.385755208333332,9.331583333333333,6.202371794871795,9.875,9.257708333333332,7.089962121212121,7.550890804597701,9.877106481481482
8.39625,9.486276041666667,9.065216666666666,5.916089743589743,9.875,9.210833333333333,7.090530303030303,7.805258620689655,9.877106481481482
8.371583333333334,9.470807291666667,9.105483333333334,5.892403846153846,9.793541666666666,9.687708333333333,7.049356060606059,7.730531609195403,9.872175925925925
8.357083333333334,9.47546875,9.016466666666666,5.861987179487179,9.793750000000001,9.687395833333333,7.027613636363636,7.7220114942528735,9.86375
8.337333333333333,9.461145833333333,8.982916666666666,5.885576923076924,9.753958333333333,9.691041666666667,6.975416666666667,7.794353448275862,9.856319444444445
6.71975,7.424817708333333,6.321183333333334,5.251185897435898,6.445833333333333,7.1546875,6.292537878787879,6.611005747126437,7.35587962962963
